glpC.aln,0.016174131523279296
eutC.aln,0.011773660908043384
feoA.aln,0.020751866067146147
dtd.aln,0.01589012717685219
group_1380.aln,0.010967224885316729
group_1696.aln,0.011844634872463016
rplT.aln,0.001506607628010245
group_1681.aln,0.010750956659018932
group_1917.aln,0.004909674209815674
recU.aln,0.0036316796245653817
ccmL.aln,0.004707920988849048
eutD.aln,0.01673108373886833
group_1606.aln,0.014478666874172257
pstC.aln,0.011479176123654178
group_1808.aln,0.020680562157473218
group_2996.aln,0.011769725325574501
rae1.aln,0.006707799170433831
zapA.aln,0.0024382497488120475
ywiB.aln,0.009112019943319187
eutP.aln,0.01342139759863804
group_2619.aln,0.0
eutL.aln,0.00821241411924641
group_2782.aln,0.0028248893025192095
ywzB.aln,0.01944433124432129
group_2401.aln,0.0
rplJ.aln,0.00428466089751114
rplS.aln,0.009485479443862292
group_2499.aln,0.013713051976707845
ybaK.aln,0.014692786787440583
group_1351.aln,0.008538629084266466
group_987.aln,0.011639633912133412
nagD.aln,0.012219762373706712
luxS.aln,0.004405719624452933
tdk.aln,0.005435335418364272
yqfA.aln,0.014972336164091379
group_2982.aln,0.020252864452603138
group_2594.aln,0.004237333953778814
group_2290.aln,0.013606382229547227
rplB.aln,0.0025647680912494995
group_1644.aln,0.00662642775229429
rlmH.aln,0.02371462302951864
yxjI.aln,0.010291112097218027
metS.aln,0.010337366118931702
pptA.aln,0.007320856470571122
group_2069.aln,0.010727577249012028
group_1053.aln,0.007125675617255963
group_3037.aln,0.0031110363908015666
group_3329.aln,0.014030138908316248
fatA.aln,0.013717330127353733
recO.aln,0.019228597278037683
tpiA.aln,0.0030255044034686227
group_3332.aln,0.025929038170722184
ygaC.aln,0.0036393324644730506
ndk.aln,0.011512736361828995
celA.aln,0.05756496225674562
group_1434.aln,0.012986567355165075
group_2217.aln,0.006501751297099096
dnaN.aln,0.005351450134594672
ptsH.aln,0.0010156905357372437
dsbC.aln,0.015850093360060737
yjjP.aln,0.01327008314384786
rlmB.aln,0.010072878843188181
group_2529.aln,0.011044004912514569
group_1524.aln,0.009843068848054744
group_2395.aln,0.0043564557918368526
group_1985.aln,0.01149454447483609
group_781.aln,0.01356322094028767
group_1742.aln,0.016862602605129406
group_703.aln,0.011201071237070747
ispE.aln,0.012277778579655346
group_1634.aln,0.005675378896292739
group_2995.aln,0.01026603430197484
gutM.aln,0.008100831202085846
rpmA.aln,0.00402646012435427
group_1269.aln,0.01218285201584581
group_3191.aln,0.006714075466838815
group_2178.aln,0.013734533292187349
iscU.aln,0.012108227775786242
group_1859.aln,0.013968500435801213
group_1330.aln,0.016469075490533284
group_1588.aln,0.015896768069669814
fmnP.aln,0.015537520347908304
group_1629.aln,0.010356087775503921
group_1137.aln,0.013000085075781941
group_4.aln,0.019567096327461588
group_2718.aln,0.003615858307224588
group_1177.aln,0.020234941178667643
group_813.aln,0.010378732248247856
divIVA.aln,0.005106321285120235
rsmE.aln,0.00735102364890275
group_3307.aln,0.023465907155211064
